,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
63,0.5699666227287816,0.9344420698621844,-1.106414257771883,0.8962599675391122,0.6236095644623236,0.2726737865525799,-0.9991828059600484,-0.29295452539065586,-0.2488412703768922,0.760091313558331,0.7778014248627153,-1.8664063460110565,0.2445449583786384,angry
47,-0.5284831392284618,0.9928537693682459,1.4103742186982247,0.7859279421988482,-1.6035674514745464,0.2425625585030376,-0.3451201905557367,-0.29308967858217316,0.32426407918772854,-0.3868224553335033,1.0702530140729458,0.3276730392313722,0.2445449583786384,angry
19,0.7297411335589256,-1.2309630761125203,0.2918015624892879,-0.31121801294874213,0.6236095644623236,-0.3492388850860454,1.695281007699405,-0.29308967858217316,-0.5317666961113253,-0.3082667177381721,-1.2368284855438485,-0.6196352022250192,0.2445449583786384,sad
63,-1.8998810238538686,0.17508997628338643,1.690017382750459,0.7700895249358904,-1.6035674514745464,-0.4094613411851302,-0.9323056918717841,-0.29308967858217316,-0.3286407494301939,-0.9956294216973193,-0.21449208672560166,0.25263561452076566,0.2445449583786384,angry
4,-0.33542227197537045,0.9302698056117514,-1.3860574218241173,0.8954546242884536,0.6236095644623236,-0.37008511988957477,-0.6309588084931186,-0.29308967858217316,1.1657858582952731,0.31232360926494374,-0.9238847929855531,-0.5749738061368026,0.2445449583786384,happy
67,-0.848032160888751,-0.8220811795700903,0.8510878905937563,0.23909987500148067,0.6236095644623236,-0.5194831359815351,1.3395031534581952,-0.29308967858217316,-0.7356180926020321,-0.8424457333864237,1.0601533345656862,0.23950798974791115,0.2445449583786384,sad
21,-1.021121214288074,-0.20875833475644553,-1.3860574218241173,-0.1748465558371745,0.6236095644623236,-0.5936030819496394,-0.9994321545416532,-0.20930693089949245,0.2009376115598988,-1.4748194210288392,-0.7565448133235934,1.478351539500715,0.2445449583786384,sad
29,-2.452434540474785,-2.0691709640245013,-1.3860574218241173,-5.234281304226367,0.6236095644623236,-0.42799132767715625,1.8382003166680956,4.3791744987585615,-0.4954942056325519,-1.353058027756076,0.5228577033877803,0.020223674595968688,-8.364435719236706,sad
14,1.1691210383418231,0.6674171578344754,-0.2674847656151805,0.5633847572667826,-1.6035674514745464,-0.30986266379049,-0.5397337176620393,-0.29308967858217316,-0.9953291244300503,1.643843361505806,-0.059849892531102775,0.31093482707704495,0.2445449583786384,happy
40,-0.4086522561058534,-1.7650129001679387,0.2918015624892879,-1.3009848680084837,0.6236095644623236,-0.12919529549323572,1.6405459532007571,-0.29308967858217316,-0.5564319896368912,-1.148813110008215,0.6211832064167959,-0.09017395914406069,0.2445449583786384,sad
7,-2.072970077253192,-1.956937055687855,-1.3860574218241173,-3.5151419118199154,0.6236095644623236,-0.4453631900134307,1.7469752258370161,5.082460336970845,-0.4302037227707596,-1.2509355688821455,-1.367977946971459,0.5840051205584258,0.2445449583786384,sad
44,-1.2408111666795227,-1.4896434596393637,-0.2674847656151805,-2.044048240616394,-1.6035674514745464,-0.46968379728421494,1.5219533351203536,-0.25315527402977134,-0.19805978370660948,-1.4080470440728077,0.7163617078602156,1.5321375178301535,0.2445449583786384,sad
1,-0.34207954325995976,-1.4020259103802715,-1.3860574218241173,-1.2921260922512363,0.6236095644623236,-0.616765565064672,1.7560977349201246,0.8260521335295474,-0.5861754318294855,-1.21165770008448,-1.642498945752134,-0.30286502777331387,0.2445449583786384,calm
18,-0.4419386125288002,-0.033523236238261624,0.5714447265415221,0.8127727172208101,0.6236095644623236,-0.26469582171617645,-0.8359111792269436,-0.29308967858217316,-0.8379065157521735,0.11986205215638235,0.4254836194427821,0.1013637768915644,0.2445449583786384,angry
111,-1.9864255505535302,1.556109443176695,0.5714447265415221,1.0398795139066095,0.6236095644623236,0.2726737865525799,-0.9987175579968098,1.7433814877194824,2.8996109031806445,-1.2077299132047135,-1.1313673393847035,-1.243167944799348,0.2445449583786384,angry
33,0.47010755345994126,0.5589382873232184,0.5714447265415221,-0.011630323703645183,0.6236095644623236,-0.49979502533375736,-0.5792645903555069,-0.29308967858217316,-0.3721677380047221,1.2942703292065825,-0.6702218279698725,0.7886704813669054,0.2445449583786384,happy
72,-0.3620513571137279,-0.40902701877722764,0.8510878905937563,-0.6051682994392266,-1.6035674514745464,-0.4812650388417312,1.594933407785217,-0.292924559298419,-0.6137425245933533,-0.5085838486062666,0.48597191736126527,-0.3689740978177787,0.2445449583786384,sad
76,0.31033304262979666,-1.9235589416843912,0.2918015624892879,-1.3664861190620712,0.6236095644623236,-0.5299062533832998,1.816914462140844,-0.2843444720722291,-0.6514659146912778,-0.8660124546650231,0.37959594515979583,0.11129289219061432,-2.6251152674931433,sad
31,-0.734858549050732,-1.043211184843037,-0.2674847656151805,-0.38665183076045523,0.6236095644623236,-0.40367072040637203,0.688764172196496,-0.29308967858217316,0.2589735963259362,-1.4913161259238588,-0.6520350862484655,0.06196127981549277,0.2445449583786384,sad
69,1.4886700600021117,1.6186934069331895,1.1307310546459906,1.6707317269227182,0.6236095644623236,0.35374247745519405,-1.0001376285774135,4.281326034311635,-0.5839990824007592,-0.2886277833393393,-0.20611228017791114,-1.3684200059729361,0.2445449583786384,angry
86,1.1824355809110019,1.1764333963872962,-0.2674847656151805,0.5394929074972362,0.6236095644623236,-0.24269146275689543,-0.8976401573559739,-0.29308967858217316,1.0134413982844244,1.4592373781567776,-0.31651348696560694,0.16649170906062902,0.2445449583786384,happy
17,-0.5551122243668193,-0.475783246784155,-0.5471279296674146,0.023267883824905487,0.6236095644623236,-0.6063424476629073,0.6522741358640642,-0.2565188149951344,0.12113813250659712,-0.7599622089113262,-1.1590316789045902,0.11719934220052347,0.2445449583786384,sad
39,-1.3340129646637735,-1.2810302471177157,0.5714447265415221,-1.1640765153964772,0.6236095644623236,-0.5264318809160449,0.8712143538586545,-0.292196811344095,-0.6028607774497213,-1.6138630765725752,-1.5506504111027746,0.38261676025378283,0.2445449583786384,sad
1,-0.3553940858291385,-0.9472491070830792,-0.8267710937196489,-0.5275868996257562,0.6236095644623236,-0.4708419214399666,1.9446295893043546,1.339756571875911,3.3856622755962094,-1.4826749947883722,-1.2310101919146657,0.09635997372702343,-2.6251152674931433,sad
87,0.21713124464554562,1.0345764118725755,1.1307310546459906,1.2280613868105636,0.6236095644623236,1.1412669033663025,-0.31471182694537686,-0.2930613025274835,-0.19805978370660948,0.7051022972415992,1.260061121334391,-0.9113667380965117,0.2445449583786384,angry
67,0.6764829632822107,0.4838375308154251,0.5714447265415221,0.6815017673634156,0.6236095644623236,0.06189519020578326,-0.9873448300065352,-0.29308967858217316,-1.0540905590056633,0.5754853302093027,0.05055131425659358,-0.006698748705012523,0.2445449583786384,happy
146,-0.6416567510664809,-1.4228872316324364,1.1307310546459906,-1.2314569007016019,0.6236095644623236,0.18349822655970438,1.6162192623124694,-0.29308967858217316,-0.636231468690193,-1.3923358965537416,-0.4921600870918716,-0.19166286097545635,-8.364435719236706,sad
118,-1.1808957251182186,0.3169469607981071,-0.2674847656151805,0.7572040329253487,0.6236095644623236,0.5622048254904874,-0.5427745540230753,-0.29308967858217316,3.342135287021681,-0.5949951599611307,2.0181225730459955,0.09245504498293067,0.2445449583786384,happy
77,1.9546790499233668,0.5046988520675899,-0.2674847656151805,0.39990007738303357,-1.6035674514745464,0.7243422072957155,-0.39073273597127633,-0.2916586447896369,-0.8865116529937298,1.3335481980042476,-0.7196224342553847,1.2551819183621877,0.2445449583786384,happy
12,0.4967366385982987,1.2223283031420586,-1.106414257771883,0.8334431939877209,-1.6035674514745464,-0.4094613411851302,-0.439386117747852,-0.29308967858217316,-0.6652494610732117,1.247136886649384,-0.8645308793595529,0.26435040075304395,0.2445449583786384,happy
84,-0.42862406995962143,-0.6343292883006073,1.690017382750459,0.12715716315989886,0.6236095644623236,-0.48937190793199264,0.5944982450043806,-0.29308967858217316,0.6071895049221616,-1.4316137653514072,0.7135440436498568,-0.29880311696915707,0.2445449583786384,sad
86,1.2889519214644316,1.2598786813959553,-1.106414257771883,1.1899418062793774,-1.6035674514745464,-0.22879397288787587,-0.5002028449685715,-0.29308967858217316,-0.9010206491852392,1.2392813128898508,-0.9393270565799872,-0.03483778297148997,0.2445449583786384,happy
3,0.5832811652979604,-0.6176402312988755,-1.3860574218241173,0.09548032863398351,0.6236095644623236,-0.44767943832493395,0.4698239542019054,-0.2842833167819498,0.005066162974521913,0.5833409039688359,0.9097925262492647,-0.7607424514650745,-2.6251152674931433,happy
84,0.4967366385982987,0.5672828158240844,0.2918015624892879,0.7155946316413077,0.6236095644623236,-0.33418327106127427,-0.7495514265735217,-0.29308967858217316,-0.53902119420708,0.7758024610773973,0.050697686423365126,-0.659901100631443,0.2445449583786384,happy
34,-0.6083703946435342,-1.247652133114252,-0.8267710937196489,-0.6591262972333705,0.6236095644623236,-0.4453631900134307,1.7226485349487284,-0.2929692026603229,-0.563686487732646,-0.3593279471751374,-0.23560627178244634,0.8371583151691828,0.2445449583786384,sad
38,0.2504176010684924,0.3795309245546015,-0.5471279296674146,-0.4717497675800751,0.6236095644623236,-0.2484820835356536,0.5792940631992007,-0.2839163850402738,2.6094309793504573,1.5849265583093075,0.43441232161586724,-0.7188674869429944,0.2445449583786384,happy
67,-0.1024177770147436,0.91358074861002,1.1307310546459906,-0.6070474336907639,0.6236095644623236,-0.1546740269197715,-1.0019124735362595,4.825608117797663,-0.8654736085160413,-0.9602793397794204,-0.3895166051430859,-0.8983372271111971,0.2445449583786384,angry
147,-0.34207954325995976,0.8426522563526597,0.8510878905937563,1.0264571263956284,0.6236095644623236,-0.34229014015153564,-0.5610195721892911,-0.29308967858217316,-0.4664762132495331,0.9643362313061916,-0.09219814138768988,-0.3237043962468139,0.2445449583786384,happy
16,1.6218154856938989,0.5881441370762491,-1.106414257771883,0.665663350100458,-1.6035674514745464,-0.22763584873212428,-0.8720971319232717,-0.29308967858217316,-0.4954942056325519,1.8637994267727327,0.6338078058008711,-0.43708468912805987,0.2445449583786384,happy
104,-0.1490186760068691,1.5435926504253963,-0.8267710937196489,1.6616045034152513,0.6236095644623236,0.5158798592604222,-0.961801804573833,-0.28165363929993864,1.5140017668914982,-1.4473249128704733,-0.9381194862041191,1.291974588689695,0.2445449583786384,angry
